user_id,cart,purchase,remove_from_cart,view,Cohort,Total_Interactions
519445752,0,0,0,1,Bouncers (Low Engagement),1
519450715,0,0,0,1,Bouncers (Low Engagement),1
519452626,12,0,2,1,Cart Abandoners,15
519453504,0,0,0,1,Bouncers (Low Engagement),1
519459793,0,0,0,1,Bouncers (Low Engagement),1
519462216,14,12,6,8,High-Intent Buyers,40
519465922,5,0,0,6,Cart Abandoners,11
519468063,0,0,0,1,Bouncers (Low Engagement),1
519472481,0,0,0,1,Bouncers (Low Engagement),1
519484266,5,0,3,16,Cart Abandoners,24
519489223,2,0,0,26,Cart Abandoners,28
519498834,0,0,0,1,Bouncers (Low Engagement),1
519501425,0,0,0,1,Bouncers (Low Engagement),1
519504041,0,0,0,2,Bouncers (Low Engagement),2
519526489,0,0,0,3,Window Shoppers,3
519527721,0,0,0,1,Bouncers (Low Engagement),1
519535779,0,0,0,1,Bouncers (Low Engagement),1
519537550,10,0,4,19,Cart Abandoners,33
519538795,0,0,0,1,Bouncers (Low Engagement),1
519540123,72,0,123,3,Cart Abandoners,198
519540485,0,0,0,1,Bouncers (Low Engagement),1
519548711,0,0,0,1,Bouncers (Low Engagement),1
519550138,0,0,0,1,Bouncers (Low Engagement),1
519556250,0,0,0,4,Window Shoppers,4
519556362,0,0,0,1,Bouncers (Low Engagement),1
519560063,0,0,0,1,Bouncers (Low Engagement),1
519561079,6,0,2,0,Cart Abandoners,8
519577688,0,0,0,6,Window Shoppers,6
519579796,3,0,0,6,Cart Abandoners,9
519580261,0,0,0,1,Bouncers (Low Engagement),1
519585885,0,0,0,1,Bouncers (Low Engagement),1
519587265,0,0,0,1,Bouncers (Low Engagement),1
519592788,0,0,0,1,Bouncers (Low Engagement),1
519594781,0,0,0,1,Bouncers (Low Engagement),1
519598114,0,0,0,1,Bouncers (Low Engagement),1
519606434,21,0,0,1,Cart Abandoners,22
519609452,0,0,0,1,Bouncers (Low Engagement),1
519610264,3,0,2,1,Cart Abandoners,6
519610519,11,8,3,55,High-Intent Buyers,77
519610767,0,0,0,1,Bouncers (Low Engagement),1
519613830,0,0,0,1,Bouncers (Low Engagement),1
519614823,0,0,0,7,Window Shoppers,7
519617136,0,0,0,1,Bouncers (Low Engagement),1
519617343,0,0,0,1,Bouncers (Low Engagement),1
519619323,0,0,0,4,Window Shoppers,4
519621501,0,0,0,1,Bouncers (Low Engagement),1
519627979,0,0,0,3,Window Shoppers,3
519629370,1,0,1,0,Cart Abandoners,2
519629863,0,0,0,1,Bouncers (Low Engagement),1
519636517,0,0,0,5,Window Shoppers,5
519637113,0,0,0,4,Window Shoppers,4
519640572,0,0,0,9,Window Shoppers,9
519641584,1,0,0,6,Cart Abandoners,7
519642043,0,0,0,1,Bouncers (Low Engagement),1
519645695,0,0,0,1,Bouncers (Low Engagement),1
519646534,0,0,0,3,Window Shoppers,3
519651521,0,0,0,1,Bouncers (Low Engagement),1
519653887,0,0,0,5,Window Shoppers,5
519654984,0,0,0,1,Bouncers (Low Engagement),1
519665873,3,0,2,2,Cart Abandoners,7
519666155,0,0,0,1,Bouncers (Low Engagement),1
519673369,3,0,0,0,Cart Abandoners,3
519679820,0,0,0,2,Bouncers (Low Engagement),2
519679923,2,6,2,5,High-Intent Buyers,15
519685212,0,0,0,1,Bouncers (Low Engagement),1
519686237,0,0,0,1,Bouncers (Low Engagement),1
519690339,0,0,0,3,Window Shoppers,3
519695991,0,0,0,1,Bouncers (Low Engagement),1
519696093,0,0,0,1,Bouncers (Low Engagement),1
519699761,0,0,0,1,Bouncers (Low Engagement),1
519702624,1,0,0,0,Cart Abandoners,1
519706060,0,0,0,1,Bouncers (Low Engagement),1
519711982,0,0,0,3,Window Shoppers,3
519716422,0,0,0,1,Bouncers (Low Engagement),1
519722358,1,0,0,2,Cart Abandoners,3
519724835,0,0,0,2,Bouncers (Low Engagement),2
519730636,0,0,0,2,Bouncers (Low Engagement),2
519731375,0,6,0,0,High-Intent Buyers,6
519733079,1,0,3,3,Cart Abandoners,7
519738854,0,0,0,1,Bouncers (Low Engagement),1
519740710,0,0,0,1,Bouncers (Low Engagement),1
519741047,0,0,0,1,Bouncers (Low Engagement),1
519745600,3,0,0,1,Cart Abandoners,4
519745876,0,0,0,2,Bouncers (Low Engagement),2
519746611,5,0,112,7,Cart Abandoners,124
519754468,0,8,0,7,High-Intent Buyers,15
519777480,0,0,0,1,Bouncers (Low Engagement),1
519778116,0,0,0,1,Bouncers (Low Engagement),1
519789266,0,0,0,1,Bouncers (Low Engagement),1
519791109,0,0,0,1,Bouncers (Low Engagement),1
519794135,0,0,0,1,Bouncers (Low Engagement),1
519795808,0,0,0,7,Window Shoppers,7
519797727,0,0,0,1,Bouncers (Low Engagement),1
519800628,0,0,0,7,Window Shoppers,7
519802851,0,0,0,1,Bouncers (Low Engagement),1
519819989,0,0,0,1,Bouncers (Low Engagement),1
519822116,2,0,0,2,Cart Abandoners,4
519822690,18,0,7,27,Cart Abandoners,52
519840291,18,0,30,18,Cart Abandoners,66
519840941,0,0,0,2,Bouncers (Low Engagement),2
519851925,0,0,0,2,Bouncers (Low Engagement),2
519853310,0,0,0,5,Window Shoppers,5
519853327,0,0,0,1,Bouncers (Low Engagement),1
519860459,1,1,11,1,High-Intent Buyers,14
519861650,0,0,0,1,Bouncers (Low Engagement),1
519862138,0,0,0,4,Window Shoppers,4
519868132,0,0,0,3,Window Shoppers,3
519870229,0,0,0,2,Bouncers (Low Engagement),2
519873593,2,0,16,3,Cart Abandoners,21
519874172,0,5,1,2,High-Intent Buyers,8
519876065,3,0,3,7,Cart Abandoners,13
519882400,1,0,0,4,Cart Abandoners,5
519883437,0,0,0,1,Bouncers (Low Engagement),1
519885034,0,0,0,1,Bouncers (Low Engagement),1
519886652,0,0,0,1,Bouncers (Low Engagement),1
519888774,0,0,0,1,Bouncers (Low Engagement),1
519889311,7,0,9,12,Cart Abandoners,28
519889626,0,0,0,3,Window Shoppers,3
519892899,2,0,0,1,Cart Abandoners,3
519894360,0,0,0,1,Bouncers (Low Engagement),1
519899257,0,0,0,1,Bouncers (Low Engagement),1
519906896,1,0,0,7,Cart Abandoners,8
519907612,0,0,0,1,Bouncers (Low Engagement),1
519907831,14,7,7,27,High-Intent Buyers,55
519909827,10,5,8,40,High-Intent Buyers,63
519911081,0,0,0,1,Bouncers (Low Engagement),1
519917359,0,0,0,1,Bouncers (Low Engagement),1
519920055,0,0,0,2,Bouncers (Low Engagement),2
519923913,0,0,0,1,Bouncers (Low Engagement),1
519924102,0,0,0,1,Bouncers (Low Engagement),1
519924898,0,0,0,1,Bouncers (Low Engagement),1
519925373,0,0,0,1,Bouncers (Low Engagement),1
519928031,4,0,46,2,Cart Abandoners,52
519933029,0,0,0,9,Window Shoppers,9
519937522,2,0,1,3,Cart Abandoners,6
519944702,1,0,0,0,Cart Abandoners,1
519949925,90,0,63,3,Cart Abandoners,156
519958739,0,0,0,1,Bouncers (Low Engagement),1
519966533,0,0,0,7,Window Shoppers,7
519966566,8,0,6,1,Cart Abandoners,15
519973875,0,0,42,27,Window Shoppers,69
519979560,0,0,0,1,Bouncers (Low Engagement),1
519980931,0,0,2,1,Bouncers (Low Engagement),3
519981388,0,0,0,1,Bouncers (Low Engagement),1
519981983,1,0,0,0,Cart Abandoners,1
519984602,0,0,0,1,Bouncers (Low Engagement),1
519989711,3,0,0,5,Cart Abandoners,8
519990897,0,0,0,3,Window Shoppers,3
519991683,0,0,0,1,Bouncers (Low Engagement),1
519992743,0,0,0,1,Bouncers (Low Engagement),1
519996687,0,0,0,1,Bouncers (Low Engagement),1
519996722,0,0,0,4,Window Shoppers,4
520002922,0,0,0,1,Bouncers (Low Engagement),1
520008659,1,0,2,3,Cart Abandoners,6
520008677,0,0,0,1,Bouncers (Low Engagement),1
520009579,0,0,0,2,Bouncers (Low Engagement),2
520010608,0,0,0,1,Bouncers (Low Engagement),1
520023872,0,0,0,1,Bouncers (Low Engagement),1
520027660,0,0,0,1,Bouncers (Low Engagement),1
520029554,0,0,0,1,Bouncers (Low Engagement),1
520029623,0,0,0,1,Bouncers (Low Engagement),1
520031114,0,0,0,1,Bouncers (Low Engagement),1
520033643,5,0,0,1,Cart Abandoners,6
520034790,0,0,0,1,Bouncers (Low Engagement),1
520039876,9,0,8,2,Cart Abandoners,19
520044172,0,0,0,5,Window Shoppers,5
520045879,0,0,0,1,Bouncers (Low Engagement),1
520051073,0,0,0,1,Bouncers (Low Engagement),1
520054776,0,0,0,1,Bouncers (Low Engagement),1
520057286,2,0,25,3,Cart Abandoners,30
520059497,0,0,0,2,Bouncers (Low Engagement),2
520064967,0,0,0,2,Bouncers (Low Engagement),2
520074252,0,0,0,1,Bouncers (Low Engagement),1
520080527,0,0,0,1,Bouncers (Low Engagement),1
520081240,0,0,0,1,Bouncers (Low Engagement),1
520089042,58,12,86,123,High-Intent Buyers,279
520094850,0,0,0,9,Window Shoppers,9
520097152,0,0,0,2,Bouncers (Low Engagement),2
520097623,0,0,0,2,Bouncers (Low Engagement),2
520103617,0,0,0,2,Bouncers (Low Engagement),2
520110860,0,0,0,2,Bouncers (Low Engagement),2
520111095,0,0,0,1,Bouncers (Low Engagement),1
520115348,4,0,1,5,Cart Abandoners,10
520117572,12,0,14,30,Cart Abandoners,56
520120803,0,0,0,1,Bouncers (Low Engagement),1
520121567,0,0,0,1,Bouncers (Low Engagement),1
520124108,0,0,0,1,Bouncers (Low Engagement),1
520125505,0,0,0,2,Bouncers (Low Engagement),2
520139439,10,0,9,2,Cart Abandoners,21
520139810,1,0,0,1,Cart Abandoners,2
520156730,0,0,0,1,Bouncers (Low Engagement),1
520160861,0,0,0,1,Bouncers (Low Engagement),1
520163121,0,0,0,3,Window Shoppers,3
520171919,0,0,0,1,Bouncers (Low Engagement),1
520174525,1,0,2,2,Cart Abandoners,5
520191393,0,0,0,1,Bouncers (Low Engagement),1
520205026,0,0,0,1,Bouncers (Low Engagement),1
520207093,0,0,0,1,Bouncers (Low Engagement),1
520209468,7,2,23,56,High-Intent Buyers,88
520213725,0,0,0,1,Bouncers (Low Engagement),1
520214334,0,0,0,2,Bouncers (Low Engagement),2
520214882,1,0,0,1,Cart Abandoners,2
520215025,1,0,1,2,Cart Abandoners,4
520215941,0,0,0,1,Bouncers (Low Engagement),1
520219950,3,0,2,0,Cart Abandoners,5
520220043,93,0,9,3,Cart Abandoners,105
520220348,0,0,0,1,Bouncers (Low Engagement),1
520220980,0,0,0,1,Bouncers (Low Engagement),1
520222081,0,0,0,1,Bouncers (Low Engagement),1
520222254,0,0,0,3,Window Shoppers,3
520224638,0,0,0,2,Bouncers (Low Engagement),2
520227185,1,0,0,0,Cart Abandoners,1
520232107,0,0,0,5,Window Shoppers,5
520233814,0,0,0,1,Bouncers (Low Engagement),1
520234026,31,0,13,101,Cart Abandoners,145
520234262,0,0,0,2,Bouncers (Low Engagement),2
520236299,0,0,0,1,Bouncers (Low Engagement),1
520249281,0,0,0,1,Bouncers (Low Engagement),1
520252893,0,0,0,6,Window Shoppers,6
520254050,1,0,0,2,Cart Abandoners,3
520256784,28,0,44,2,Cart Abandoners,74
520258272,0,0,0,1,Bouncers (Low Engagement),1
520261563,0,0,0,3,Window Shoppers,3
520263756,0,0,0,2,Bouncers (Low Engagement),2
520270549,8,0,0,3,Cart Abandoners,11
520273384,1,0,3,53,Cart Abandoners,57
520274629,0,0,0,1,Bouncers (Low Engagement),1
520277164,0,0,0,5,Window Shoppers,5
520278889,0,0,0,2,Bouncers (Low Engagement),2
520287584,0,0,0,1,Bouncers (Low Engagement),1
520288173,0,0,0,2,Bouncers (Low Engagement),2
520289233,0,0,0,2,Bouncers (Low Engagement),2
520297444,0,0,0,1,Bouncers (Low Engagement),1
520301065,0,0,0,2,Bouncers (Low Engagement),2
520302402,8,0,6,11,Cart Abandoners,25
520308691,1,0,0,1,Cart Abandoners,2
520308741,0,0,0,2,Bouncers (Low Engagement),2
520309249,0,0,0,1,Bouncers (Low Engagement),1
520316169,0,0,0,1,Bouncers (Low Engagement),1
520319312,0,0,0,1,Bouncers (Low Engagement),1
520321955,3,0,1,0,Cart Abandoners,4
520334903,0,0,0,1,Bouncers (Low Engagement),1
520336024,3,2,4,15,High-Intent Buyers,24
520336806,0,0,0,1,Bouncers (Low Engagement),1
520336973,0,0,0,3,Window Shoppers,3
520337576,7,0,2,2,Cart Abandoners,11
520337876,17,0,10,12,Cart Abandoners,39
520339759,0,0,0,2,Bouncers (Low Engagement),2
520340581,4,0,0,5,Cart Abandoners,9
520343791,0,0,0,1,Bouncers (Low Engagement),1
520347806,3,0,0,11,Cart Abandoners,14
520347844,0,0,0,1,Bouncers (Low Engagement),1
520349221,0,0,0,1,Bouncers (Low Engagement),1
520353411,0,0,0,2,Bouncers (Low Engagement),2
520353883,1,0,0,1,Cart Abandoners,2
520354063,0,0,0,1,Bouncers (Low Engagement),1
520354681,0,2,0,0,High-Intent Buyers,2
520356921,0,0,0,1,Bouncers (Low Engagement),1
520357057,0,0,0,1,Bouncers (Low Engagement),1
520359128,0,0,0,1,Bouncers (Low Engagement),1
520360779,1,0,0,1,Cart Abandoners,2
520361317,0,0,0,1,Bouncers (Low Engagement),1
520363243,0,0,0,1,Bouncers (Low Engagement),1
520369696,0,0,0,3,Window Shoppers,3
520369989,0,0,0,7,Window Shoppers,7
520380372,0,0,0,1,Bouncers (Low Engagement),1
520382674,0,0,0,1,Bouncers (Low Engagement),1
520385510,8,0,0,4,Cart Abandoners,12
520387421,0,0,0,1,Bouncers (Low Engagement),1
520387794,0,0,0,1,Bouncers (Low Engagement),1
520388579,12,0,13,15,Cart Abandoners,40
520390202,0,0,0,1,Bouncers (Low Engagement),1
520391063,0,0,0,1,Bouncers (Low Engagement),1
520397948,0,0,0,1,Bouncers (Low Engagement),1
520405024,0,0,0,3,Window Shoppers,3
520408156,3,0,4,1,Cart Abandoners,8
520412627,0,0,0,1,Bouncers (Low Engagement),1
520413573,0,0,0,1,Bouncers (Low Engagement),1
520418678,1,0,0,5,Cart Abandoners,6
520418768,0,0,0,1,Bouncers (Low Engagement),1
520423902,1,0,0,1,Cart Abandoners,2
520425132,0,0,0,1,Bouncers (Low Engagement),1
520437569,6,0,5,5,Cart Abandoners,16
520443687,0,0,0,1,Bouncers (Low Engagement),1
520451663,0,0,0,2,Bouncers (Low Engagement),2
520453142,3,0,0,3,Cart Abandoners,6
520453363,0,0,0,1,Bouncers (Low Engagement),1
520455009,0,0,0,6,Window Shoppers,6
520455368,0,0,0,1,Bouncers (Low Engagement),1
520458756,0,0,0,1,Bouncers (Low Engagement),1
520460507,0,0,0,6,Window Shoppers,6
520462948,0,0,0,3,Window Shoppers,3
520468383,0,0,0,2,Bouncers (Low Engagement),2
520473202,0,0,0,1,Bouncers (Low Engagement),1
520475533,0,0,0,1,Bouncers (Low Engagement),1
520480748,0,0,0,2,Bouncers (Low Engagement),2
520483270,0,0,0,1,Bouncers (Low Engagement),1
520486027,0,0,0,1,Bouncers (Low Engagement),1
520491788,0,0,0,1,Bouncers (Low Engagement),1
520496129,0,0,0,2,Bouncers (Low Engagement),2
520498829,0,0,0,1,Bouncers (Low Engagement),1
520501669,6,0,2,8,Cart Abandoners,16
520501826,0,0,0,1,Bouncers (Low Engagement),1
520511640,0,0,0,2,Bouncers (Low Engagement),2
520515892,0,0,0,1,Bouncers (Low Engagement),1
520520900,0,0,0,3,Window Shoppers,3
520528033,0,0,0,1,Bouncers (Low Engagement),1
520529582,0,0,0,1,Bouncers (Low Engagement),1
520530412,0,0,0,1,Bouncers (Low Engagement),1
520541721,0,0,0,1,Bouncers (Low Engagement),1
520542674,1,0,0,0,Cart Abandoners,1
520564768,0,0,0,1,Bouncers (Low Engagement),1
520569031,0,0,0,2,Bouncers (Low Engagement),2
520576298,7,0,7,13,Cart Abandoners,27
520578619,8,0,0,8,Cart Abandoners,16
520594609,2,0,2,4,Cart Abandoners,8
520597174,2,0,0,3,Cart Abandoners,5
520600191,2,0,0,0,Cart Abandoners,2
520612523,6,0,9,5,Cart Abandoners,20
520614936,0,0,0,6,Window Shoppers,6
520616633,0,0,0,1,Bouncers (Low Engagement),1
520623897,0,0,0,1,Bouncers (Low Engagement),1
520626060,0,0,0,2,Bouncers (Low Engagement),2
520628944,0,0,0,3,Window Shoppers,3
520631951,0,0,0,1,Bouncers (Low Engagement),1
520642406,1,0,1,3,Cart Abandoners,5
520647233,0,0,0,1,Bouncers (Low Engagement),1
520652194,1,0,0,8,Cart Abandoners,9
520658575,0,0,0,1,Bouncers (Low Engagement),1
520660819,9,0,21,1,Cart Abandoners,31
520672512,52,21,54,64,High-Intent Buyers,191
520676341,0,0,0,1,Bouncers (Low Engagement),1
520676518,0,0,0,1,Bouncers (Low Engagement),1
520676653,0,0,0,1,Bouncers (Low Engagement),1
520677301,0,0,0,7,Window Shoppers,7
520678057,0,0,0,1,Bouncers (Low Engagement),1
520679187,0,0,0,1,Bouncers (Low Engagement),1
520679485,8,2,0,1,High-Intent Buyers,11
520680025,0,0,0,1,Bouncers (Low Engagement),1
520680113,0,0,0,1,Bouncers (Low Engagement),1
520688642,0,0,0,1,Bouncers (Low Engagement),1
520691746,0,0,0,3,Window Shoppers,3
520694300,0,0,0,1,Bouncers (Low Engagement),1
520699060,0,0,0,1,Bouncers (Low Engagement),1
520699861,50,0,54,31,Cart Abandoners,135
520702807,0,0,0,1,Bouncers (Low Engagement),1
520706743,0,0,0,2,Bouncers (Low Engagement),2
520708111,4,9,8,7,High-Intent Buyers,28
520709283,0,0,0,2,Bouncers (Low Engagement),2
520709550,12,10,0,6,High-Intent Buyers,28
520713050,7,0,6,4,Cart Abandoners,17
520721172,0,0,0,1,Bouncers (Low Engagement),1
520726379,54,33,55,140,High-Intent Buyers,282
520727874,0,0,0,1,Bouncers (Low Engagement),1
520727980,6,0,2,2,Cart Abandoners,10
520728075,0,0,0,1,Bouncers (Low Engagement),1
520728826,0,0,0,2,Bouncers (Low Engagement),2
520734141,0,0,1,2,Bouncers (Low Engagement),3
520734730,0,0,0,2,Bouncers (Low Engagement),2
520735528,0,0,19,2,Bouncers (Low Engagement),21
520740299,0,0,0,2,Bouncers (Low Engagement),2
520742392,0,0,0,3,Window Shoppers,3
520743011,0,0,0,1,Bouncers (Low Engagement),1
520744398,3,0,0,11,Cart Abandoners,14
520745371,1,0,0,5,Cart Abandoners,6
520746087,1,0,0,6,Cart Abandoners,7
520746090,0,0,0,2,Bouncers (Low Engagement),2
520748188,0,0,0,1,Bouncers (Low Engagement),1
520748431,0,0,0,1,Bouncers (Low Engagement),1
520750759,1,0,1,5,Cart Abandoners,7
520750899,2,0,0,1,Cart Abandoners,3
520752774,1,0,0,2,Cart Abandoners,3
520764838,1,0,2,5,Cart Abandoners,8
520776375,0,0,0,6,Window Shoppers,6
520793881,10,0,17,0,Cart Abandoners,27
520794911,0,0,0,1,Bouncers (Low Engagement),1
520797687,1,0,0,7,Cart Abandoners,8
520804359,0,0,0,1,Bouncers (Low Engagement),1
520805965,0,0,1,3,Window Shoppers,4
520806148,0,0,0,1,Bouncers (Low Engagement),1
520808505,2,0,0,2,Cart Abandoners,4
520809742,0,0,0,1,Bouncers (Low Engagement),1
520812128,0,0,0,1,Bouncers (Low Engagement),1
520818084,4,0,5,21,Cart Abandoners,30
520818691,0,0,0,1,Bouncers (Low Engagement),1
520821043,0,0,0,2,Bouncers (Low Engagement),2
520828941,3,0,0,3,Cart Abandoners,6
520829610,0,0,0,3,Window Shoppers,3
520830713,0,0,0,1,Bouncers (Low Engagement),1
520831011,0,0,0,1,Bouncers (Low Engagement),1
520834243,0,0,15,0,Bouncers (Low Engagement),15
520836350,0,0,0,2,Bouncers (Low Engagement),2
520839406,0,0,0,1,Bouncers (Low Engagement),1
520852917,0,0,0,1,Bouncers (Low Engagement),1
520856614,0,0,0,2,Bouncers (Low Engagement),2
520858255,0,0,0,3,Window Shoppers,3
520863269,0,0,0,1,Bouncers (Low Engagement),1
520864485,0,0,0,1,Bouncers (Low Engagement),1
520866735,0,0,0,2,Bouncers (Low Engagement),2
520868783,0,0,0,1,Bouncers (Low Engagement),1
520871408,1,0,0,2,Cart Abandoners,3
520872376,0,0,0,1,Bouncers (Low Engagement),1
520880785,0,0,0,1,Bouncers (Low Engagement),1
520886240,0,0,0,1,Bouncers (Low Engagement),1
520888700,0,0,0,2,Bouncers (Low Engagement),2
520891245,0,0,0,1,Bouncers (Low Engagement),1
520891828,0,0,0,1,Bouncers (Low Engagement),1
520892618,0,0,0,33,Window Shoppers,33
520894580,1,0,0,4,Cart Abandoners,5
520896888,60,0,0,5,Cart Abandoners,65
520898297,0,0,0,1,Bouncers (Low Engagement),1
520898443,7,0,1,24,Cart Abandoners,32
520900700,0,0,0,1,Bouncers (Low Engagement),1
520903315,1,0,0,1,Cart Abandoners,2
520906301,0,0,0,1,Bouncers (Low Engagement),1
520906904,0,0,0,1,Bouncers (Low Engagement),1
520911639,1,0,0,9,Cart Abandoners,10
520915116,2,0,18,9,Cart Abandoners,29
520915933,0,0,16,9,Window Shoppers,25
520959219,0,0,0,2,Bouncers (Low Engagement),2
520972760,0,0,0,1,Bouncers (Low Engagement),1
520974175,0,0,0,1,Bouncers (Low Engagement),1
520974746,0,0,0,1,Bouncers (Low Engagement),1
520982086,0,0,0,4,Window Shoppers,4
520989591,1,0,0,1,Cart Abandoners,2
520989876,0,0,0,1,Bouncers (Low Engagement),1
520991539,0,0,0,2,Bouncers (Low Engagement),2
520992144,0,0,0,4,Window Shoppers,4
520994991,0,0,0,1,Bouncers (Low Engagement),1
520996469,0,0,0,1,Bouncers (Low Engagement),1
520997691,1,0,0,1,Cart Abandoners,2
521001990,3,0,2,4,Cart Abandoners,9
521010818,0,0,0,1,Bouncers (Low Engagement),1
521020407,0,0,0,1,Bouncers (Low Engagement),1
521020484,0,0,0,4,Window Shoppers,4
521026346,2,0,0,1,Cart Abandoners,3
521026737,1,0,0,0,Cart Abandoners,1
521033050,1,0,0,2,Cart Abandoners,3
521034754,0,0,0,1,Bouncers (Low Engagement),1
521046418,0,0,0,1,Bouncers (Low Engagement),1
521047458,0,0,0,20,Window Shoppers,20
521057666,0,0,0,1,Bouncers (Low Engagement),1
521062592,0,0,0,1,Bouncers (Low Engagement),1
521065289,0,0,2,3,Window Shoppers,5
521068018,3,0,0,0,Cart Abandoners,3
521073380,0,0,0,2,Bouncers (Low Engagement),2
521075331,4,0,1,8,Cart Abandoners,13
521075821,10,0,3,32,Cart Abandoners,45
521076348,0,0,0,2,Bouncers (Low Engagement),2
521079961,0,0,0,19,Window Shoppers,19
521080582,0,0,0,2,Bouncers (Low Engagement),2
521082003,0,0,0,1,Bouncers (Low Engagement),1
521083451,0,0,0,1,Bouncers (Low Engagement),1
521084001,6,0,0,0,Cart Abandoners,6
521084577,0,0,0,1,Bouncers (Low Engagement),1
521087717,0,0,0,1,Bouncers (Low Engagement),1
521091129,0,0,0,1,Bouncers (Low Engagement),1
521093767,0,0,0,1,Bouncers (Low Engagement),1
521099773,0,0,0,2,Bouncers (Low Engagement),2
521103843,1,0,0,1,Cart Abandoners,2
521106072,3,1,0,1,High-Intent Buyers,5
521106682,0,0,0,1,Bouncers (Low Engagement),1
521113125,0,0,0,1,Bouncers (Low Engagement),1
521119509,0,0,0,1,Bouncers (Low Engagement),1
521120274,1,0,0,2,Cart Abandoners,3
521122950,0,0,0,3,Window Shoppers,3
521123846,4,0,0,1,Cart Abandoners,5
521128266,0,0,0,2,Bouncers (Low Engagement),2
521131134,0,0,0,1,Bouncers (Low Engagement),1
521148653,18,0,55,0,Cart Abandoners,73
521151328,0,0,0,1,Bouncers (Low Engagement),1
521151392,22,8,31,25,High-Intent Buyers,86
521156539,0,0,0,7,Window Shoppers,7
521158270,0,0,0,1,Bouncers (Low Engagement),1
521166079,0,0,0,3,Window Shoppers,3
521169916,0,0,0,2,Bouncers (Low Engagement),2
521190973,1,0,0,3,Cart Abandoners,4
521199597,0,0,0,1,Bouncers (Low Engagement),1
521208727,0,0,0,1,Bouncers (Low Engagement),1
521212610,0,0,0,2,Bouncers (Low Engagement),2
521219543,0,0,0,1,Bouncers (Low Engagement),1
521221744,14,0,13,18,Cart Abandoners,45
521238128,37,0,0,1,Cart Abandoners,38
521240852,0,0,0,1,Bouncers (Low Engagement),1
521241636,0,0,0,1,Bouncers (Low Engagement),1
521249262,4,0,0,0,Cart Abandoners,4
521252513,0,0,0,1,Bouncers (Low Engagement),1
521254942,6,0,3,3,Cart Abandoners,12
521256279,8,0,0,0,Cart Abandoners,8
521259726,6,0,6,6,Cart Abandoners,18
521270946,9,12,5,11,High-Intent Buyers,37
521279428,65,0,0,3,Cart Abandoners,68
521279920,0,0,0,1,Bouncers (Low Engagement),1
521285646,0,0,1,2,Bouncers (Low Engagement),3
521287890,2,0,0,0,Cart Abandoners,2
521340925,1,0,0,3,Cart Abandoners,4
521347209,47,4,0,1,High-Intent Buyers,52
521349631,0,0,0,1,Bouncers (Low Engagement),1
521352946,1,0,0,2,Cart Abandoners,3
521355067,0,0,0,3,Window Shoppers,3
521357741,19,0,17,10,Cart Abandoners,46
521358707,0,0,0,2,Bouncers (Low Engagement),2
521369635,0,0,0,1,Bouncers (Low Engagement),1
521372373,0,0,0,1,Bouncers (Low Engagement),1
521373095,0,0,4,2,Bouncers (Low Engagement),6
521374594,0,0,0,1,Bouncers (Low Engagement),1
521379342,0,0,0,1,Bouncers (Low Engagement),1
521394329,0,0,0,3,Window Shoppers,3
521395277,0,0,0,1,Bouncers (Low Engagement),1
521395438,0,0,0,1,Bouncers (Low Engagement),1
521396308,0,0,0,1,Bouncers (Low Engagement),1
521396593,0,0,0,1,Bouncers (Low Engagement),1
521397209,7,0,7,19,Cart Abandoners,33
521401845,0,0,0,1,Bouncers (Low Engagement),1
521403108,0,0,0,1,Bouncers (Low Engagement),1
521403578,2,0,0,2,Cart Abandoners,4
521413862,0,0,0,1,Bouncers (Low Engagement),1
521414615,32,13,22,10,High-Intent Buyers,77
521415769,0,0,0,1,Bouncers (Low Engagement),1
521421561,2,0,1,2,Cart Abandoners,5
521424639,0,0,0,1,Bouncers (Low Engagement),1
521425931,0,0,1,1,Bouncers (Low Engagement),2
521427221,0,0,0,1,Bouncers (Low Engagement),1
521434299,0,0,0,1,Bouncers (Low Engagement),1
521435011,7,7,0,1,High-Intent Buyers,15
521436784,0,0,0,1,Bouncers (Low Engagement),1
521439202,0,0,0,1,Bouncers (Low Engagement),1
521447479,0,0,0,1,Bouncers (Low Engagement),1
521450855,1,0,0,0,Cart Abandoners,1
521454448,0,0,0,1,Bouncers (Low Engagement),1
521465620,0,0,0,4,Window Shoppers,4
521465890,0,0,0,1,Bouncers (Low Engagement),1
521466549,0,0,0,1,Bouncers (Low Engagement),1
521477273,0,0,0,1,Bouncers (Low Engagement),1
521477898,0,0,0,1,Bouncers (Low Engagement),1
521477917,0,0,0,4,Window Shoppers,4
521477991,0,0,0,5,Window Shoppers,5
521478299,0,0,0,1,Bouncers (Low Engagement),1
521483717,1,0,0,0,Cart Abandoners,1
521485960,0,0,0,2,Bouncers (Low Engagement),2
521490566,0,0,0,3,Window Shoppers,3
521496518,0,0,0,1,Bouncers (Low Engagement),1
521510359,0,0,0,1,Bouncers (Low Engagement),1
521514069,1,0,0,1,Cart Abandoners,2
521515463,1,0,0,0,Cart Abandoners,1
521531890,1,0,0,3,Cart Abandoners,4
521535378,0,0,0,1,Bouncers (Low Engagement),1
521540933,0,0,0,1,Bouncers (Low Engagement),1
521540990,0,0,0,1,Bouncers (Low Engagement),1
521545133,0,0,0,1,Bouncers (Low Engagement),1
521551469,1,0,1,78,Cart Abandoners,80
521559010,0,0,0,7,Window Shoppers,7
